"Item ID",Category,"Item Name",Variation,"Online Display Name","Item Type",Price,Description,Dietary,"Short Code","Sap Code","HSN Code",Weight,"Weight Unit",Rank,"Packing Charges","Expose in Captain",Goods/Services,"Short Code Two","Allow Decimal Qty","Manufacturing Date (DD-MM-YYYY)","Expiry Date (DD-MM-YYYY)","Dine-In QR"
1286069518,Burger,"Chicken Cheese Burger",,,item,140.00,"A savory chicken cheese burger.",non-veg,~154,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069519,Burger,"Chicken Cheese Burger Jumbo",,,item,150.00,"A larger savory chicken cheese burger.",non-veg,~155,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069520,"Combo Offers","Veg Cheese Burger+fries+cold",,,item,160.00,"Combo: veg cheese burger, fries, and cold drink.",veg,~156,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069521,"Combo Offers","Chicken Cheese Burger+fries +cold",,,item,190.00,"Combo: chicken cheese burger, fries, and cold drink.",non-veg,~157,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069522,"Combo Offers","Garlic Cheese Bread",,,item,170.00,"Toasted bread with garlic and cheese.",veg,~158,,,,,1,0,Yes,,,Yes,,,Yes
1286069523,Pizzas,"Margherita Pizza",,,item,0,"Classic delight with tangy tomato sauce and gooey mozzarella cheese.",veg,~159,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069540,Pizzas,"Margherita Pizza (small)",small,,variation,150.00,"Classic delight with tangy tomato sauce and gooey mozzarella cheese.",veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069541,Pizzas,"Margherita Pizza (large)",large,,variation,250.00,"Classic delight with tangy tomato sauce and gooey mozzarella cheese.",veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069524,Pizzas,"Veg Chesse Pizza",,,item,0,"Loaded with veggies and topped with a generous layer of melted cheese.",veg,~2,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069542,Pizzas,"Veg Chesse Pizza (small)",small,,variation,160.00,"Loaded with veggies and topped with a generous layer of melted cheese.",veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069543,Pizzas,"Veg Chesse Pizza (large)",large,,variation,250.00,"Loaded with veggies and topped with a generous layer of melted cheese.",veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069525,Pizzas,"Corn Chesse Pizza",,,item,0,,veg,~1,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069544,Pizzas,"Corn Chesse Pizza (small)",small,,variation,160.00,,veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069545,Pizzas,"Corn Chesse Pizza (large)",large,,variation,250.00,,veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069526,Pizzas,"Paneer Cheese Pizza",,,item,0,,veg,~3,,,,,1,0,Yes,,,Yes,,,Yes
1286069546,Pizzas,"Paneer Cheese Pizza (small)",small,,variation,190.00,,veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069547,Pizzas,"Paneer Cheese Pizza (large)",large,,variation,350.00,,veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069527,Pizzas,"Crispy Chicken Pizza",,,item,0,,non-veg,~171,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069548,Pizzas,"Crispy Chicken Pizza (small)",small,,variation,210.00,,non-veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069549,Pizzas,"Crispy Chicken Pizza (large)",large,,variation,410.00,,non-veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069528,"Special Pizzas","Cheese Burst Pizza",,,item,370.00,"Special pizza with a delicious cheese burst crust.",veg,~174,,,,,1,0,Yes,,,Yes,,,Yes
1286069529,"Special Pizzas","Veg Cheese Burst Pizza",,,item,450.00,"A delectable vegetarian pizza featuring a rich cheese burst crust.",veg,~175,,,,,1,0,Yes,,,Yes,,,Yes
1286069530,"Special Pizzas","Corn Cheese Burst Pizza",,,item,450.00,"A delightful pizza topped with sweet corn and a delicious cheese burst crust.",veg,~176,,,,,1,0,Yes,,,Yes,,,Yes
1286069531,"Special Pizzas","Paneer Cheese Burst Pizza",,,item,500.00,"A vegetarian pizza made with tender paneer and a rich, cheesy burst crust.",veg,~177,,"	",,,1,0,Yes,,,Yes,,,Yes
1286069532,"Special Pizzas","Chicken Cheese Burst Pizza",,,item,500.00,"A savory pizza featuring chicken and a mouth-watering cheese burst crust.",non-veg,~178,,,,,1,0,Yes,,,Yes,,,Yes
1286069533,"Special Pizzas","Chicken Tikka Pizza",,,item,500.00,"A flavorful pizza generously topped with spicy chicken tikka pieces.",non-veg,~179,,,,,1,0,Yes,,,Yes,,,Yes
1286250117,"Cold Drinks",Pepsi,,Pepsi,item,0,,veg,~204,,"	",,ml,1,0,Yes,goods,,Yes,,,Yes
1286250118,"Cold Drinks","Pepsi (Small)",Small,Pepsi,variation,20.00,,veg,,,"	",,ml,1,0,Yes,goods,,Yes,,,Yes
1286250119,"Cold Drinks","Pepsi (Regular)",Regular,Pepsi,variation,50.00,,veg,,,"	",,ml,1,0,Yes,goods,,Yes,,,Yes
1286250120,"Cold Drinks","Pepsi (Large)",Large,Pepsi,variation,100.00,,veg,,,"	",,ml,1,0,Yes,goods,,Yes,,,Yes
1286689318,"Cold Drinks","Pepsi (Medium)",Medium,Pepsi,variation,60.00,,veg,,,"	",,ml,1,0,Yes,goods,,Yes,,,Yes
1286250170,"Cold Drinks","Coca Cola",,Coke,item,0,,veg,Coke,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286250171,"Cold Drinks","Coca Cola (Small)",Small,Coke,variation,20.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286250172,"Cold Drinks","Coca Cola (Regular)",Regular,Coke,variation,50.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286250173,"Cold Drinks","Coca Cola (Large)",Large,Coke,variation,100.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286250259,"Combo Offers","Veg Cheese Burger",,"VCB 1+1",item,100.00,,veg,VCB,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286250417,"Combo Offers","Veg Cheese Sandwich",,"VCS 1+1",item,100.00,,veg,VCS,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286259785,"Cold Drinks","Water Bottle",,"water bottle",item,0,"water bottle cold or warm",veg,wb,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286259786,"Cold Drinks","Water Bottle (Small)",Small,"water bottle",variation,10.00,"water bottle cold or warm",veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286259787,"Cold Drinks","Water Bottle (Regular)",Regular,"water bottle",variation,20.00,"water bottle cold or warm",veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286259788,"Cold Drinks","Water Bottle (Large)",Large,"water bottle",variation,30.00,"water bottle cold or warm",veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286270190,Pizzas,"Chicken Pizza",,"chicken pizza",item,0,"chicken,cheese,veg",non-veg,~4,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286270191,Pizzas,"Chicken Pizza (Small)",Small,"chicken pizza",variation,190.00,"chicken,cheese,veg",non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286270192,Pizzas,"Chicken Pizza (Large)",Large,"chicken pizza",variation,350.00,"chicken,cheese,veg",non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286344547,Snacks,"Chicken Popcorn",,"chicken popcorn",item,0,,non-veg,~212,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286344548,Snacks,"Chicken Popcorn (Small)",Small,"chicken popcorn",variation,150.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286344549,Snacks,"Chicken Popcorn (Large)",Large,"chicken popcorn",variation,290.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286345081,Rolls,"Shawarma Roll",,shawarma,item,90.00,,veg,lsh,,,,,1,0,Yes,services,~67,Yes,,,Yes
1286345082,Rolls,"Plate Shawarma",,"Plate Shawarma",item,130.00,,veg,ps,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286345083,Rolls,"Paneer Paradise Roll",,"paneer paradise roll",item,100.00,,veg,ppr,,"	",,,1,0,Yes,services,~218,Yes,,,Yes
1286345084,Rolls,"Chicken Tikka Roll",,"chicken tikka roll",item,100.00,,non-veg,ctr,,"	",,,1,0,Yes,services,~217,Yes,,,Yes
1286345085,Rolls,"Crispy Chicken Roll",,"crispy chicken roll",item,100.00,,non-veg,ccr,,"	",,,1,0,Yes,services,~219,Yes,,,Yes
1286345300,Rolls,"Only Chicken Shawerma",,"only chicken shawerma",item,110.00,,non-veg,ocs,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286347106,Mocktails,"Green Pista",,"green pista",item,70.00,,veg,gpm,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286347735,Pizzas,"Chicken Cheese Burst",,"Chicken Cheese Burst",item,500.00,"Juicy chicken with extra cheese oozing from a soft, cheesy crust.",non-veg,cbcp,,,,,1,0,Yes,services,,Yes,,,Yes
1286348461,Pizzas,"Paneer Cheese Burst",,"paneer cheese burst",item,500.00,"Spiced paneer cubes with crunchy veggies and rich cheesy goodness.",veg,pcb,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286348758,Pizzas,"Veg Cheese Burst",,"veg cheese burst",item,450.00,,veg,vegcb,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286349172,Chocolate,"DM 5",,cdm,item,5.00,,veg,cdm,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286349187,Chocolate,Dm10rs,,"dairy milk",item,10.00,,veg,dm,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286349197,Chocolate,"Dm 20",,"cadbury dm",item,20.00,,veg,CDM1,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286349236,Chocolate,"Fruit & Nut",,"fruit & nut",item,55.00,,veg,CDM2,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286349251,Chocolate,"Fruits & Nuts",,"fruits & nuts",item,50.00,,veg,CDM3,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286349417,Chocolate,"F And N",,"f and n",item,100.00,,veg,CDM4,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286349433,Chocolate,"Silk Bubbly",,"silk bubbly",item,100.00,,veg,"silk bubbly",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350009,Chocolate,"Cadbury Big",,"cadbury big",item,130.00,,veg,"CDM BIG",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350038,Chocolate,"Cadbury Silk",,"cadbury silk",item,220.00,,veg,Silk,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350056,Chocolate,"Kit Kat",,"kit kat",item,10.00,,veg,kk,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350071,Chocolate,Kitkat,,kitkat,item,20.00,,veg,kk1,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350103,Chocolate,"Nestle Kk",,"nestle kk",item,35.00,,veg,kk2,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350126,Chocolate,"Sharp N Snap",,"sharp n snap",item,55.00,,veg,kk3,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350150,"Ice Creams","Ice 5",,ice,item,5.00,,veg,"ice 5",,,,,1,0,Yes,services,,Yes,,,Yes
1286350177,"Ice Creams","Ice 10",,"ice 10",item,10.00,,veg,"ice 10",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350181,"Ice Creams","Ice 15",,"ice 15",item,15.00,,veg,"ice 15",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350548,"Ice Creams","Ice 20",,"ice 20",item,20.00,,veg,"ice 20",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350573,"Ice Creams","Ice 25",,"ice 25",item,25.00,,veg,"ice 25",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350587,"Ice Creams","Ice 30",,"ice 30",item,30.00,,veg,"ice 30",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350599,"Ice Creams","Ice 35",,"ice 35",item,35.00,,veg,"ice 35",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350616,"Ice Creams","Ice 40",,"ice 40",item,40.00,,veg,"ice 40",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350826,"Ice Creams","Ice 45",,"ice 45",item,45.00,,veg,"ice 45",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350836,"Ice Creams","Ice 50",,"ice 50",item,50.00,,veg,"ice 50",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350853,"Ice Creams","Ice 60",,"ice 60",item,60.00,,veg,"ice 60",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350876,"Ice Creams","Cone Ice",,"cone ice",item,10.00,,veg,"cone ice",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350886,"Ice Creams","Cone Ice 30",,"cone ice 30",item,30.00,,veg,"cone ice 30",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350892,"Ice Creams","Cone Ice 35",,"cone ice 35",item,35.00,,veg,"cone ice 35",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286350897,"Ice Creams","Cone Ice 50",,"cone ice 50",item,50.00,,veg,"cone ice 50",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351141,"Ice Creams","Ice Family Pack",,"ice family pack",item,115.00,,veg,"family pack",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351155,"Ice Creams","Family Pack 125",,"family pack",item,125.00,,veg,fp,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351164,"Ice Creams","Ice Fp",,"ice fp",item,135.00,,veg,"ice fp",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351172,"Ice Creams","Ice Pf 150",,"ice pf 150",item,150.00,,veg,"ice pf 150",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351207,"Ice Creams","Ice Fp 160",,"ice fp 160",item,160.00,,veg,"ice fp 160",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351219,"Ice Creams","Ifp 190",,"ifp 190",item,190.00,,veg,"ifp 190",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351280,"Ice Creams","Family Pack 1+1",,"family pack 1+1",item,0,,veg,"family pack 1+1",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351281,"Ice Creams","Family Pack 1+1 (Buy 1 Get 1)","Buy 1 Get 1","family pack 1+1",variation,320.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351356,"Ice Creams","Family Pack 1+1 (One + One)","One + One","family pack 1+1",variation,380.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351407,"Ice Creams","Amul Family Pack",,"amul family pack",item,0,,veg,afp,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351408,"Ice Creams","Amul Family Pack (Buy 1 Get 1)","Buy 1 Get 1","amul family pack",variation,230.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286351409,"Ice Creams","Amul Family Pack (One + One)","One + One","amul family pack",variation,250.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286352159,"Ice Creams","Amul Fp",,"amul fp",item,340.00,,veg,"amul fp",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286352187,Chocolate,Perk,,perk,item,5.00,,veg,perk,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286353768,"Ice Creams","Ice 100",,"ice 100",item,100.00,,veg,"ice 100",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286353791,Chocolate,"Tic Tac",,"tic tac",item,5.00,,veg,tt,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286353802,Chocolate,Tictak,,tictak,item,10.00,,veg,tt10,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286353809,Chocolate,"Kinder Joy",,"kinder joy",item,50.00,,veg,kj,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286353812,Chocolate,"Kinder Cream",,"kinder cream",item,30.00,,veg,kc,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286353826,Chocolate,Kinder,,kinder,item,40.00,,veg,ksbc,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286370085,"Ice Creams","Amul Fp1",,"amul fp1",item,210.00,,veg,"amul fp1",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286420059,Mocktails,"Master Shake",,"master shake",item,0,,veg,ms,,,,,1,0,Yes,services,,Yes,,,Yes
1286420060,Mocktails,"Master Shake (Chocolate)",Chocolate,"master shake",variation,150.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286420061,Mocktails,"Master Shake (Butterscotch)",Butterscotch,"master shake",variation,150.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286420062,Mocktails,"Master Shake (Mango)",Mango,"master shake",variation,150.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286420063,Mocktails,"Master Shake (Strawberry)",Strawberry,"master shake",variation,150.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286420064,Mocktails,"Master Shake (Vanilla)",Vanilla,"master shake",variation,150.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286420120,Kulfis,"Mango Kulfi",,"mango kulfi",item,50.00,,veg,"mango kulfi",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286439963,Mocktails,"Anjeer Shake",,"anjeer shake",item,130.00,,veg,anjeer,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286440006,Rolls,"Only Chicken Roll",,"only chicken roll",item,110.00,,non-veg,ocr,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286440114,Snacks,"Extra Mayonnaise",,"extra mayonnaise",item,0,,veg,xmayo,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286440115,Snacks,"Extra Mayonnaise (Small)",Small,"extra mayonnaise",variation,30.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286440116,Snacks,"Extra Mayonnaise (Medium)",Medium,"extra mayonnaise",variation,50.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286440117,Snacks,"Extra Mayonnaise (Large)",Large,"extra mayonnaise",variation,60.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286516113,Snacks,"Extra Cheese",,"extra cheese",item,0,,veg,"extra cheese",,,,,1,0,Yes,services,,Yes,,,Yes
1286516114,Snacks,"Extra Cheese (Small)",Small,"extra cheese",variation,60.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286516115,Snacks,"Extra Cheese (Large)",Large,"extra cheese",variation,100.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1286700277,Burger,"Chicken Burger Buy 1 Get 1",,"chicken burger buy 1 + 1",item,190.00,,non-veg,"cb 1+1",,,,,1,0,Yes,services,,Yes,,,Yes
1286700446,Burger,"Veg Cheese Burger Buy 1 Get 1",,"veg cheese burger buy 1 + 1",item,120.00,,veg,"vb 1+1",,"	",,,1,0,Yes,services,,Yes,,,Yes
1286700775,Burger,"Veg Burger 2+1",,"veg burger 2+1",item,260.00,,veg,"vb 2+1 Offer",,,,,1,0,Yes,services,,Yes,,,Yes
1286700793,Burger,"Chicken Burger 2+1",,"chicken burger 2+1",item,370.00,,non-veg,"cb 2+1 Offer",,,,,1,0,Yes,services,,Yes,,,Yes
1286701066,Sandwichs,"Chicken Sandwich 1+1",,"chicken sandwich 1+1",item,140.00,,non-veg,"cs 1+1",,,,,1,0,Yes,services,,Yes,,,Yes
1286701074,Sandwichs,"Paneer Sandwich 1+1",,"paneer sandwich 1+1",item,140.00,,veg,"ps 1+1",,,,,1,0,Yes,services,,Yes,,,Yes
1286748387,Mocktails,"Kit Kat Shake",,"kit kat shake",item,100.00,,veg,kks,,,,,1,0,Yes,services,,Yes,,,Yes
1286916104,"Fresh Juice","Grape Pulpy",,"grape pulpy",item,60.00,,veg,gp,,,,,1,0,Yes,services,,Yes,,,Yes
1286916113,"Fresh Juice","Pulpy Grape 2+1",,"pulpy grape 2+1",item,130.00,,veg,"pg 2+1",,,,,1,0,Yes,services,,Yes,,,Yes
1286916809,"Fresh Juice","Grape Pulpy1",,"grape pulpy1",item,60.00,,veg,gp1,,,,,1,0,Yes,services,,Yes,,,Yes
1286916827,"Fresh Juice","Grape Pulpy Buy 2 Get 1",,"grape pulpy buy 2 get 1",item,130.00,,veg,"gp 2+1",,,,,1,0,Yes,services,,Yes,,,Yes
1286932516,Chocolate,"Dairy Milk 100",,"dairy milk 100",item,100.00,,veg,"dairy milk 100",,,,,1,0,Yes,services,,Yes,,,Yes
1287005192,"Cold Drinks",Thumsup,,thumsup,item,0,,veg,thumsup,,,,,1,0,Yes,services,,Yes,,,Yes
1287282795,"Cold Drinks","Thumsup (Small)",Small,thumsup,variation,20.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1287282796,"Cold Drinks","Thumsup (Regular)",Regular,thumsup,variation,50.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1287282797,"Cold Drinks","Thumsup (Large)",Large,thumsup,variation,100.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1287227064,"Fresh Juice","Grape Pulpy Full Pack",,,item,290.00,,veg,"gp pack",,"	",,,1,0,Yes,,,Yes,,,Yes
1287712842,Rolls,"Shawarma Offer",,,item,150.00,,non-veg,1+1,,"	",,,1,0,Yes,,shawoffer,Yes,,,Yes
1287895044,Sandwichs,"Corn Sandwich 1+1",,,item,120.00,,veg,"CCS 1+1",,,,,1,0,Yes,,,Yes,,,Yes
1287929404,"Cold Drinks","Maaza 10",,,item,10.00,,veg,MZ,,"	",,,1,0,Yes,,,Yes,,,Yes
1287931582,Burger,"Paneer Burger",,,item,140.00,,veg,pb,,"	",,,1,0,Yes,,,Yes,,,Yes
1287931589,Burger,"Paneer Burger 1+1",,,item,170.00,,veg,"pb 1+1",,"	",,,1,0,Yes,,,Yes,,,Yes
1287956117,"Cold Drinks",Monster,,,item,125.00,,veg,M125,,"	",,,1,0,Yes,,,Yes,,,Yes
1288033212,Rolls,Khabus,,,item,10.00,,veg,kb10,,"	",,,1,0,Yes,,,Yes,,,Yes
1288053484,Chocolate,"Dairy Milk 240",,,item,240.00,,veg,DM240,,"	",,,1,0,Yes,,,Yes,,,Yes
1288081913,Chocolate,"Dm 45",,,item,45.00,,veg,"DM 45",,"	",,,1,0,Yes,,,Yes,,,Yes
1288081939,Chocolate,"Dm 110",,,item,110.00,,veg,"DM 110",,"	",,,1,0,Yes,,,Yes,,,Yes
1288383140,"Cold Drinks","Mountain Dew",,,item,0,,veg,MD,,"	",,,1,0,Yes,,,Yes,,,Yes
1289545331,"Cold Drinks","Mountain Dew (Small)",Small,,variation,20.00,,veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1289545332,"Cold Drinks","Mountain Dew (Large)",Large,,variation,40.00,,veg,,,"	",,,1,0,Yes,,,Yes,,,Yes
1288812636,"Cold Drinks","7 Up",,,item,20.00,,veg,7UP,,"	",,,1,0,Yes,,,Yes,,,Yes
1288850087,Sandwichs,"Veg Cheese Sandwich 1+1",,,item,120.00,,veg,VGS,,,,,1,0,Yes,,,Yes,,,Yes
1289368905,"Fried Chicken","Chicken Lolipop",,"chicken lolipop",item,0,,non-veg,"chicken lolipop",,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368906,"Fried Chicken","Chicken Lolipop (4 Pieces)","4 Pieces","chicken lolipop",variation,190.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368907,"Fried Chicken","Chicken Lolipop (6 Pieces)","6 Pieces","chicken lolipop",variation,250.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368919,"Fried Chicken","Chicken Wings",,"chicken wings",item,0,,non-veg,"chicken wings",,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368920,"Fried Chicken","Chicken Wings (4 Pieces)","4 Pieces","chicken wings",variation,170.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368921,"Fried Chicken","Chicken Wings (6 Pieces)","6 Pieces","chicken wings",variation,210.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368936,"Fried Chicken","Crispy Chicken Broast",,"crispy chicken broast",item,0,,non-veg,"crispy chicken broas",,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368937,"Fried Chicken","Crispy Chicken Broast (5 Pieces)","5 Pieces","crispy chicken broast",variation,290.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289368938,"Fried Chicken","Crispy Chicken Broast (10 Pieces)","10 Pieces","crispy chicken broast",variation,530.00,,non-veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289545279,"Cold Drinks",Sting,,,item,20.00,,veg,Sting,,"	",,,1,0,Yes,,,Yes,,,Yes
1289545283,"Cold Drinks",Limca,,,item,20.00,,veg,Limca,,"	",,,1,0,Yes,,,Yes,,,Yes
1289545473,"Cold Drinks",Redbull,,,item,125.00,,veg,RB,,"	",,,1,0,Yes,,,Yes,,,Yes
1289602143,"Cold Drinks","Mango Slice",,"mango slice",item,0,,veg,"mango slice",,,,,1,0,Yes,services,,Yes,,,Yes
1289602144,"Cold Drinks","Mango Slice (Small)",Small,"mango slice",variation,20.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289602145,"Cold Drinks","Mango Slice (Regular)",Regular,"mango slice",variation,40.00,,veg,,,"	",,,1,0,Yes,services,,Yes,,,Yes
1289653946,"Ice Creams","Family Pack 2 Ltr 340",,,item,340.00,,veg,"FP 340",,"	",,,1,0,Yes,,,Yes,,,Yes
1289654504,Chocolate,"Silk Big 240",,,item,240.00,,veg,SDM,,"	",,,1,0,Yes,,,Yes,,,Yes
1289654588,Chocolate,"Dairy Milk 60rs",,,item,60.00,,veg,DM6,,"	",,,1,0,Yes,,,Yes,,,Yes
1289657049,"Cold Drinks",Sprite,,,item,20.00,,veg,"Sprite Small",,"	",,,1,0,Yes,,,Yes,,,Yes
1289657616,"Cold Drinks","Sprite 1 Ltr",,,item,50.00,,veg,"Sprite 1 Ltr",,"	",,,1,0,Yes,,,Yes,,,Yes
1290317149,"Ice Creams","Fp Vanila",,"fp vanila",item,199.00,,veg,"fp vanila",,,,,1,0,Yes,services,,Yes,,,Yes
1290317165,"Ice Creams","Fp Butterscotch",,"fp butterscotch",item,225.00,,veg,"fp butterscotch",,,,,1,0,Yes,services,,Yes,,,Yes
1290716149,"Cold Drinks","Pepsi Tin",,,item,70.00,,veg,"Pepsi tin",,"	",,,1,0,Yes,,,Yes,,,Yes
1290839907,Chocolate,"Kitkat 55",,,item,55.00,,veg,Kk55,,"	",,,1,0,Yes,,,Yes,,,Yes
1290844843,"Ice Creams","Amul Fp Ice  130",,,item,130.00,,veg,A130,,"	",,,1,0,Yes,,,Yes,,,Yes
1290908778,Chocolate,"Dairy Milk 110",,,item,110.00,,veg,DM110,,"	",,,1,0,Yes,,,Yes,,,Yes
1291389162,"Ice Creams","Amul Fp 115",,,item,115.00,,veg,Afp115,,"	",,,1,0,Yes,,,Yes,,,Yes
1291389215,"Ice Creams","Amulfp 120",,,item,120.00,,veg,AFP120,,"	",,,1,0,Yes,,,Yes,,,Yes
1291936764,"Ice Creams","Amul Fp 300",,,item,300.00,,veg,AP300,,"	",,,1,0,Yes,,,Yes,,,Yes
1292017353,Snacks,"Extra Roti",,,item,10.00,,veg,ER,,"	",,,1,0,Yes,,,Yes,,,Yes
1292496607,"Ice Creams","Ice 55",,,item,55.00,,veg,ice55,,"	",,,1,0,Yes,,,Yes,,,Yes
1292527095,Chocolate,"Kinder Buns 45",,,item,45.00,,veg,"KB 45",,"	",,,1,0,Yes,,,Yes,,,Yes
